"","Sequence_ID","Event_Pattern","Outcome_Next_Day_Direction"
"1153",60,"LML,LHL,HLH,MLM,LML,HHH,MHL,LHL,MLM,MLM,MLM,HMH,LML,HMH",0
"1159",61,"HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM,LML,LML,HHH,HMH,MLM",0
"1161",61,"HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM,LML,LML,HHH,HMH,MLM",1
"1162",61,"HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM,LML,LML,HHH,HMH,MLM",0
"1170",61,"HHH,LLL,MMM,HHH,LLL,MLH,HMH,MHM,LML,LML,HHH,HMH,MLM",0
"1172",62,"LML,HLH,HMH,LML,HMH,HMH,HLH,HMH,MMM,HHH,HHH,LLL,HMH,MLM,HMH,HLH,LHL,HLH,LHL,LHL,HLH,HMH,LML",0
"1177",62,"LML,HLH,HMH,LML,HMH,HMH,HLH,HMH,MMM,HHH,HHH,LLL,HMH,MLM,HMH,HLH,LHL,HLH,LHL,LHL,HLH,HMH,LML",0
"1181",62,"LML,HLH,HMH,LML,HMH,HMH,HLH,HMH,MMM,HHH,HHH,LLL,HMH,MLM,HMH,HLH,LHL,HLH,LHL,LHL,HLH,HMH,LML",1
"1182",62,"LML,HLH,HMH,LML,HMH,HMH,HLH,HMH,MMM,HHH,HHH,LLL,HMH,MLM,HMH,HLH,LHL,HLH,LHL,LHL,HLH,HMH,LML",0
"1183",62,"LML,HLH,HMH,LML,HMH,HMH,HLH,HMH,MMM,HHH,HHH,LLL,HMH,MLM,HMH,HLH,LHL,HLH,LHL,LHL,HLH,HMH,LML",0
"1184",62,"LML,HLH,HMH,LML,HMH,HMH,HLH,HMH,MMM,HHH,HHH,LLL,HMH,MLM,HMH,HLH,LHL,HLH,LHL,LHL,HLH,HMH,LML",0
"1187",62,"LML,HLH,HMH,LML,HMH,HMH,HLH,HMH,MMM,HHH,HHH,LLL,HMH,MLM,HMH,HLH,LHL,HLH,LHL,LHL,HLH,HMH,LML",1
"1188",62,"LML,HLH,HMH,LML,HMH,HMH,HLH,HMH,MMM,HHH,HHH,LLL,HMH,MLM,HMH,HLH,LHL,HLH,LHL,LHL,HLH,HMH,LML",0
"1189",62,"LML,HLH,HMH,LML,HMH,HMH,HLH,HMH,MMM,HHH,HHH,LLL,HMH,MLM,HMH,HLH,LHL,HLH,LHL,LHL,HLH,HMH,LML",1
"1190",62,"LML,HLH,HMH,LML,HMH,HMH,HLH,HMH,MMM,HHH,HHH,LLL,HMH,MLM,HMH,HLH,LHL,HLH,LHL,LHL,HLH,HMH,LML",1
"1191",62,"LML,HLH,HMH,LML,HMH,HMH,HLH,HMH,MMM,HHH,HHH,LLL,HMH,MLM,HMH,HLH,LHL,HLH,LHL,LHL,HLH,HMH,LML",0
"1197",63,"LML,HHH,LLL,LHL,HMH,MMH,HMH,LHL,HLH",1
"1205",64,"HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH",1
"1206",64,"HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH",0
"1207",64,"HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH",1
"1208",64,"HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH",1
"1210",64,"HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH",0
"1215",64,"HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH",1
"1216",64,"HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH",0
"1220",64,"HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH",0
"1222",64,"HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH",1
"1223",64,"HMH,HMH,HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH",0
"1224",65,"MHM,MLM,HHH,LML,LLL,LLL,HLH,MHM,LLL,MLM",0
"1225",65,"MHM,MLM,HHH,LML,LLL,LLL,HLH,MHM,LLL,MLM",1
"1226",65,"MHM,MLM,HHH,LML,LLL,LLL,HLH,MHM,LLL,MLM",1
"1227",65,"MHM,MLM,HHH,LML,LLL,LLL,HLH,MHM,LLL,MLM",0
"1228",65,"MHM,MLM,HHH,LML,LLL,LLL,HLH,MHM,LLL,MLM",0
"1229",65,"MHM,MLM,HHH,LML,LLL,LLL,HLH,MHM,LLL,MLM",0
"1230",65,"MHM,MLM,HHH,LML,LLL,LLL,HLH,MHM,LLL,MLM",1
"1231",65,"MHM,MLM,HHH,LML,LLL,LLL,HLH,MHM,LLL,MLM",0
"1232",65,"MHM,MLM,HHH,LML,LLL,LLL,HLH,MHM,LLL,MLM",0
"1233",65,"MHM,MLM,HHH,LML,LLL,LLL,HLH,MHM,LLL,MLM",1
"1234",66,"HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM,HLH,HMM,MLM,MLM,MHM,HHH,MLM,HMH,HHH",0
"1235",66,"HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM,HLH,HMM,MLM,MLM,MHM,HHH,MLM,HMH,HHH",1
"1236",66,"HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM,HLH,HMM,MLM,MLM,MHM,HHH,MLM,HMH,HHH",1
"1238",66,"HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM,HLH,HMM,MLM,MLM,MHM,HHH,MLM,HMH,HHH",0
"1243",66,"HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM,HLH,HMM,MLM,MLM,MHM,HHH,MLM,HMH,HHH",1
"1244",66,"HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM,HLH,HMM,MLM,MLM,MHM,HHH,MLM,HMH,HHH",0
"1248",66,"HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM,HLH,HMM,MLM,MLM,MHM,HHH,MLM,HMH,HHH",0
"1250",66,"HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM,HLH,HMM,MLM,MLM,MHM,HHH,MLM,HMH,HHH",1
"1251",66,"HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM,HLH,HMM,MLM,MLM,MHM,HHH,MLM,HMH,HHH",0
"1252",66,"HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM,HLH,HMM,MLM,MLM,MHM,HHH,MLM,HMH,HHH",0
"1256",66,"HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM,HLH,HMM,MLM,MLM,MHM,HHH,MLM,HMH,HHH",1
"1260",66,"HHH,LLL,HHH,MHM,LML,HLH,HHH,HMH,HHH,HMH,LHL,HLH,LML,LML,MMM,LLL,LHL,HHH,MLM,HLH,HMM,MLM,MLM,MHM,HHH,MLM,HMH,HHH",1
"1262",67,"MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL,MMM,LHL,LHL,HLH,LML,HLH,MHL,HLH,MMM,LLL,LHL",1
"1263",67,"MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL,MMM,LHL,LHL,HLH,LML,HLH,MHL,HLH,MMM,LLL,LHL",0
"1264",67,"MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL,MMM,LHL,LHL,HLH,LML,HLH,MHL,HLH,MMM,LLL,LHL",0
"1265",67,"MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL,MMM,LHL,LHL,HLH,LML,HLH,MHL,HLH,MMM,LLL,LHL",1
"1266",67,"MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL,MMM,LHL,LHL,HLH,LML,HLH,MHL,HLH,MMM,LLL,LHL",0
"1267",67,"MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL,MMM,LHL,LHL,HLH,LML,HLH,MHL,HLH,MMM,LLL,LHL",0
"1270",67,"MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL,MMM,LHL,LHL,HLH,LML,HLH,MHL,HLH,MMM,LLL,LHL",1
"1272",67,"MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL,MMM,LHL,LHL,HLH,LML,HLH,MHL,HLH,MMM,LLL,LHL",1
"1273",67,"MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL,MMM,LHL,LHL,HLH,LML,HLH,MHL,HLH,MMM,LLL,LHL",1
"1274",67,"MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL,MMM,LHL,LHL,HLH,LML,HLH,MHL,HLH,MMM,LLL,LHL",0
"1276",67,"MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL,MMM,LHL,LHL,HLH,LML,HLH,MHL,HLH,MMM,LLL,LHL",0
"1278",67,"MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL,MMM,LHL,LHL,HLH,LML,HLH,MHL,HLH,MMM,LLL,LHL",0
"1282",67,"MLM,MHM,HMH,HLH,LHL,HLH,LLL,HMH,MLM,LHL,MMM,LHL,LHL,HLH,LML,HLH,MHL,HLH,MMM,LLL,LHL",0
"1284",68,"MHM,MHM,HHH,LLM,MMM,MHM,MLM,MMM,MHM,MLM,LHL,MLM,MHM,HHH,LLL,MHM,MHM,HMH",1
"1285",68,"MHM,MHM,HHH,LLM,MMM,MHM,MLM,MMM,MHM,MLM,LHL,MLM,MHM,HHH,LLL,MHM,MHM,HMH",0
"1301",69,"LLL,MLL,LHL,MHM,HLH,LML,LML,LHL,LHL,LHL,HMH,HLH,HHH,HHH,LLL,MLM",0
"1302",69,"LLL,MLL,LHL,MHM,HLH,LML,LML,LHL,LHL,LHL,HMH,HLH,HHH,HHH,LLL,MLM",1
"1303",69,"LLL,MLL,LHL,MHM,HLH,LML,LML,LHL,LHL,LHL,HMH,HLH,HHH,HHH,LLL,MLM",1
"1304",69,"LLL,MLL,LHL,MHM,HLH,LML,LML,LHL,LHL,LHL,HMH,HLH,HHH,HHH,LLL,MLM",0
"1307",69,"LLL,MLL,LHL,MHM,HLH,LML,LML,LHL,LHL,LHL,HMH,HLH,HHH,HHH,LLL,MLM",1
"1308",69,"LLL,MLL,LHL,MHM,HLH,LML,LML,LHL,LHL,LHL,HMH,HLH,HHH,HHH,LLL,MLM",1
"1309",69,"LLL,MLL,LHL,MHM,HLH,LML,LML,LHL,LHL,LHL,HMH,HLH,HHH,HHH,LLL,MLM",1
"1310",69,"LLL,MLL,LHL,MHM,HLH,LML,LML,LHL,LHL,LHL,HMH,HLH,HHH,HHH,LLL,MLM",1
"1311",69,"LLL,MLL,LHL,MHM,HLH,LML,LML,LHL,LHL,LHL,HMH,HLH,HHH,HHH,LLL,MLM",0
"1312",69,"LLL,MLL,LHL,MHM,HLH,LML,LML,LHL,LHL,LHL,HMH,HLH,HHH,HHH,LLL,MLM",1
"1313",69,"LLL,MLL,LHL,MHM,HLH,LML,LML,LHL,LHL,LHL,HMH,HLH,HHH,HHH,LLL,MLM",1
"1314",69,"LLL,MLL,LHL,MHM,HLH,LML,LML,LHL,LHL,LHL,HMH,HLH,HHH,HHH,LLL,MLM",0
"1315",69,"LLL,MLL,LHL,MHM,HLH,LML,LML,LHL,LHL,LHL,HMH,HLH,HHH,HHH,LLL,MLM",0
"1316",69,"LLL,MLL,LHL,MHM,HLH,LML,LML,LHL,LHL,LHL,HMH,HLH,HHH,HHH,LLL,MLM",1
"1317",70,"MLM,HHH,MLM,MMM,HMH,LHL,MLM,LML,MMM,HMH,HHH,HHH,LLL,HLH,HHH,LML,HLH,MLM",1
"1326",70,"MLM,HHH,MLM,MMM,HMH,LHL,MLM,LML,MMM,HMH,HHH,HHH,LLL,HLH,HHH,LML,HLH,MLM",1
"1328",70,"MLM,HHH,MLM,MMM,HMH,LHL,MLM,LML,MMM,HMH,HHH,HHH,LLL,HLH,HHH,LML,HLH,MLM",0
"1329",70,"MLM,HHH,MLM,MMM,HMH,LHL,MLM,LML,MMM,HMH,HHH,HHH,LLL,HLH,HHH,LML,HLH,MLM",0
"1330",70,"MLM,HHH,MLM,MMM,HMH,LHL,MLM,LML,MMM,HMH,HHH,HHH,LLL,HLH,HHH,LML,HLH,MLM",1
"1332",70,"MLM,HHH,MLM,MMM,HMH,LHL,MLM,LML,MMM,HMH,HHH,HHH,LLL,HLH,HHH,LML,HLH,MLM",0
"1334",70,"MLM,HHH,MLM,MMM,HMH,LHL,MLM,LML,MMM,HMH,HHH,HHH,LLL,HLH,HHH,LML,HLH,MLM",1
"1337",71,"MMM,MLM,LML,HLH,LML,LHL,LML,HLH,LLL,LHL,LHL,LHL,HMH,HMH,LLL,HHH,LLL,HLH,LML,MMM,LHL,LML,HLH,HMH,LLL,HMH,HMH,LML",0
"1339",71,"MMM,MLM,LML,HLH,LML,LHL,LML,HLH,LLL,LHL,LHL,LHL,HMH,HMH,LLL,HHH,LLL,HLH,LML,MMM,LHL,LML,HLH,HMH,LLL,HMH,HMH,LML",1
"1341",71,"MMM,MLM,LML,HLH,LML,LHL,LML,HLH,LLL,LHL,LHL,LHL,HMH,HMH,LLL,HHH,LLL,HLH,LML,MMM,LHL,LML,HLH,HMH,LLL,HMH,HMH,LML",0
"1342",71,"MMM,MLM,LML,HLH,LML,LHL,LML,HLH,LLL,LHL,LHL,LHL,HMH,HMH,LLL,HHH,LLL,HLH,LML,MMM,LHL,LML,HLH,HMH,LLL,HMH,HMH,LML",0
"1343",71,"MMM,MLM,LML,HLH,LML,LHL,LML,HLH,LLL,LHL,LHL,LHL,HMH,HMH,LLL,HHH,LLL,HLH,LML,MMM,LHL,LML,HLH,HMH,LLL,HMH,HMH,LML",1
"1344",71,"MMM,MLM,LML,HLH,LML,LHL,LML,HLH,LLL,LHL,LHL,LHL,HMH,HMH,LLL,HHH,LLL,HLH,LML,MMM,LHL,LML,HLH,HMH,LLL,HMH,HMH,LML",1
"1345",71,"MMM,MLM,LML,HLH,LML,LHL,LML,HLH,LLL,LHL,LHL,LHL,HMH,HMH,LLL,HHH,LLL,HLH,LML,MMM,LHL,LML,HLH,HMH,LLL,HMH,HMH,LML",1
"1348",71,"MMM,MLM,LML,HLH,LML,LHL,LML,HLH,LLL,LHL,LHL,LHL,HMH,HMH,LLL,HHH,LLL,HLH,LML,MMM,LHL,LML,HLH,HMH,LLL,HMH,HMH,LML",0
"1349",71,"MMM,MLM,LML,HLH,LML,LHL,LML,HLH,LLL,LHL,LHL,LHL,HMH,HMH,LLL,HHH,LLL,HLH,LML,MMM,LHL,LML,HLH,HMH,LLL,HMH,HMH,LML",1
"1350",71,"MMM,MLM,LML,HLH,LML,LHL,LML,HLH,LLL,LHL,LHL,LHL,HMH,HMH,LLL,HHH,LLL,HLH,LML,MMM,LHL,LML,HLH,HMH,LLL,HMH,HMH,LML",0
"1351",71,"MMM,MLM,LML,HLH,LML,LHL,LML,HLH,LLL,LHL,LHL,LHL,HMH,HMH,LLL,HHH,LLL,HLH,LML,MMM,LHL,LML,HLH,HMH,LLL,HMH,HMH,LML",0
"1354",71,"MMM,MLM,LML,HLH,LML,LHL,LML,HLH,LLL,LHL,LHL,LHL,HMH,HMH,LLL,HHH,LLL,HLH,LML,MMM,LHL,LML,HLH,HMH,LLL,HMH,HMH,LML",1
"1356",71,"MMM,MLM,LML,HLH,LML,LHL,LML,HLH,LLL,LHL,LHL,LHL,HMH,HMH,LLL,HHH,LLL,HLH,LML,MMM,LHL,LML,HLH,HMH,LLL,HMH,HMH,LML",0
"1365",72,"HLH,LML,MLM,HHH,MMM,MMM,LHL,MHM,HLH,LML,MLM,LHL",1
"1370",72,"HLH,LML,MLM,HHH,MMM,MMM,LHL,MHM,HLH,LML,MLM,LHL",0
"1373",72,"HLH,LML,MLM,HHH,MMM,MMM,LHL,MHM,HLH,LML,MLM,LHL",1
"1375",73,"MLM,LHL,LML,MLM,HMH,HHH,MLM,LHL,MLM,MMM,HHH,LLL,MMM,MLM",1
"1377",73,"MLM,LHL,LML,MLM,HMH,HHH,MLM,LHL,MLM,MMM,HHH,LLL,MMM,MLM",0
"1380",73,"MLM,LHL,LML,MLM,HMH,HHH,MLM,LHL,MLM,MMM,HHH,LLL,MMM,MLM",0
"1381",73,"MLM,LHL,LML,MLM,HMH,HHH,MLM,LHL,MLM,MMM,HHH,LLL,MMM,MLM",1
"1382",73,"MLM,LHL,LML,MLM,HMH,HHH,MLM,LHL,MLM,MMM,HHH,LLL,MMM,MLM",0
"1389",74,"LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM,MHM,LHL,MLM,MMM",0
"1390",74,"LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM,MHM,LHL,MLM,MMM",1
"1391",74,"LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM,MHM,LHL,MLM,MMM",0
"1393",74,"LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM,MHM,LHL,MLM,MMM",1
"1394",74,"LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM,MHM,LHL,MLM,MMM",0
"1395",74,"LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM,MHM,LHL,MLM,MMM",0
"1397",74,"LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM,MHM,LHL,MLM,MMM",1
"1398",74,"LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM,MHM,LHL,MLM,MMM",0
"1400",74,"LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM,MHM,LHL,MLM,MMM",1
"1401",74,"LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM,MHM,LHL,MLM,MMM",0
"1403",74,"LHL,HLH,HHH,LLL,HLH,HHH,MLM,HLH,MMM,LHL,MLM,MHM,LHL,MLM,MMM",1
"1405",75,"LMM,MMM,LHL,MLM,LLL,LML,MHL,MLM,LHL",1
"1406",75,"LMM,MMM,LHL,MLM,LLL,LML,MHL,MLM,LHL",0
"1409",75,"LMM,MMM,LHL,MLM,LLL,LML,MHL,MLM,LHL",1
"1410",75,"LMM,MMM,LHL,MLM,LLL,LML,MHL,MLM,LHL",0
"1411",75,"LMM,MMM,LHL,MLM,LLL,LML,MHL,MLM,LHL",1
"1413",76,"MLM,MLM,HHH,HHH,LML,LML,MMM,MMM,HHH,MMM,HMH,HLH,MHM,MLM,HHH,LML,LLM,HMH",0
"1415",76,"MLM,MLM,HHH,HHH,LML,LML,MMM,MMM,HHH,MMM,HMH,HLH,MHM,MLM,HHH,LML,LLM,HMH",1
"1420",76,"MLM,MLM,HHH,HHH,LML,LML,MMM,MMM,HHH,MMM,HMH,HLH,MHM,MLM,HHH,LML,LLM,HMH",1
"1424",76,"MLM,MLM,HHH,HHH,LML,LML,MMM,MMM,HHH,MMM,HMH,HLH,MHM,MLM,HHH,LML,LLM,HMH",1
"1425",76,"MLM,MLM,HHH,HHH,LML,LML,MMM,MMM,HHH,MMM,HMH,HLH,MHM,MLM,HHH,LML,LLM,HMH",0
"1426",76,"MLM,MLM,HHH,HHH,LML,LML,MMM,MMM,HHH,MMM,HMH,HLH,MHM,MLM,HHH,LML,LLM,HMH",1
"1428",76,"MLM,MLM,HHH,HHH,LML,LML,MMM,MMM,HHH,MMM,HMH,HLH,MHM,MLM,HHH,LML,LLM,HMH",0
"1430",76,"MLM,MLM,HHH,HHH,LML,LML,MMM,MMM,HHH,MMM,HMH,HLH,MHM,MLM,HHH,LML,LLM,HMH",1
"1431",77,"MLM,LHL,LML,MLM,HMH,HHH,MLM,LHL,MLM,MMM,HHH,LLL,MMM,MLM,MMM,MHM,MHM,MLM,MHM,HHH,LLL,LLL,MMM",1
"1433",77,"MLM,LHL,LML,MLM,HMH,HHH,MLM,LHL,MLM,MMM,HHH,LLL,MMM,MLM,MMM,MHM,MHM,MLM,MHM,HHH,LLL,LLL,MMM",0
"1436",77,"MLM,LHL,LML,MLM,HMH,HHH,MLM,LHL,MLM,MMM,HHH,LLL,MMM,MLM,MMM,MHM,MHM,MLM,MHM,HHH,LLL,LLL,MMM",0
"1437",77,"MLM,LHL,LML,MLM,HMH,HHH,MLM,LHL,MLM,MMM,HHH,LLL,MMM,MLM,MMM,MHM,MHM,MLM,MHM,HHH,LLL,LLL,MMM",1
"1438",77,"MLM,LHL,LML,MLM,HMH,HHH,MLM,LHL,MLM,MMM,HHH,LLL,MMM,MLM,MMM,MHM,MHM,MLM,MHM,HHH,LLL,LLL,MMM",0
"1449",77,"MLM,LHL,LML,MLM,HMH,HHH,MLM,LHL,MLM,MMM,HHH,LLL,MMM,MLM,MMM,MHM,MHM,MLM,MHM,HHH,LLL,LLL,MMM",1
"1450",77,"MLM,LHL,LML,MLM,HMH,HHH,MLM,LHL,MLM,MMM,HHH,LLL,MMM,MLM,MMM,MHM,MHM,MLM,MHM,HHH,LLL,LLL,MMM",0
"1451",77,"MLM,LHL,LML,MLM,HMH,HHH,MLM,LHL,MLM,MMM,HHH,LLL,MMM,MLM,MMM,MHM,MHM,MLM,MHM,HHH,LLL,LLL,MMM",0
"1453",77,"MLM,LHL,LML,MLM,HMH,HHH,MLM,LHL,MLM,MMM,HHH,LLL,MMM,MLM,MMM,MHM,MHM,MLM,MHM,HHH,LLL,LLL,MMM",1
"1468",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",1
"1469",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",0
"1470",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",1
"1471",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",0
"1472",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",0
"1473",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",0
"1474",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",1
"1475",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",0
"1476",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",0
"1478",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",1
"1479",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",1
"1480",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",0
"1481",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",0
"1482",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",1
"1483",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",0
"1484",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",0
"1485",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",1
"1486",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",0
"1487",79,"LHL,HHH,LLL,LHL,HLH,LLL,LLL,LHL,HMH,HLH,MMM,LHL,MHM,HLH,MLM,LHL,HLH,MLM,HHH,MLM,MLM,MMM,LHL,LLL,HMH,LHL,MLM,MHM,MLM",0
